ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Meta: _deal_sales_counts,Meta: _deal_quantity,Meta: _sizechart_select,Meta: _video_select,Meta: _extra_info,Meta: inline_featured_image,Meta: om_disable_all_campaigns,Meta: woosw_count,Meta: woosw_add,Meta: woosw_remove,Meta: _wp_page_template,Meta: yikes_woo_products_tabs,Meta: rs_page_bg_color,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global
6918,simple,ED1250,22 inch digital counter bar menu,1,0,visible,"Our sleek 22-inch digital counter bar menu elevate your venue through high-resolution display that effortlessly showcases your menu items. Its compact size fits perfectly in any space, providing a modern touch and enhancing customer engagement. Boost sales and streamline operations with this stylish digital solution.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Counter Bar Menu, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-76.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-56.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,19 x 10 x 2,1,1,application,Indoor,1,1,Unit Type,Counter Portable/ Table Top,1,1,resolution,1280*800,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,viewing Angle,85 degree,1,1,Input voltage,1.5AC -12V,1,1,interface,USB Type / Power jack-DC Power input,1,1,response time,3ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP25,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6919,simple,ED1251,Restaurant Top Stand digital signage,1,0,visible,"Our Restaurant Top Stand digital signage captivate your customers with this eye-catching display that highlights your specials, promotions, and branding. Its sleek design and user-friendly interface make it easy to update and manage content.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Restaurant Top Stand",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-107.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-85.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-50.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,application,Indoor,1,1,Unit Type,Table Top,1,1,resolution,1280*800,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,viewing Angle,85 degree,1,1,Input voltage,1.5AC -12V,1,1,interface,USB Type / Power jack-DC Power input,1,1,response time,3ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP26,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6920,simple,ED1252,15 inch restaurant top stand digital signage,1,0,visible,"Our exquisite 15-inch Restaurant Top Stand digital signage Immerse your patrons in a visual feast with elegant display, perfectly showcasing your delectable offerings. Its compact size and stunning resolution create a captivating ambiance, ensuring an unforgettable dining experience.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Restaurant Top Stand",,,,,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,13 x 8 x 2,1,1,application,Indoor,1,1,Unit Type,Table Top,1,1,resolution,1280*800,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,viewing Angle,85 degree,1,1,Input voltage,1.5AC -12V,1,1,interface,USB Type / Power jack-DC Power input,1,1,response time,3ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP27,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6921,simple,ED1253,19 inch restaurant top stand digital signage,1,0,visible,"Our versatile 19-inch Restaurant Top Stand digital signage, perfect for restaurants, cafes, and beyond. Enhance your retail store, hotel lobby, or corporate setting with this dynamic display, effectively showcasing products, services, and important information. Engage and impress your customers with this multi-industry solution.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Restaurant Top Stand",,,,,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,16 x 10 x 2,1,1,application,Indoor,1,1,Unit Type,Table Top,1,1,resolution,1280*800,1,1,Operating System,Android,1,1,Britness,400 Nits,1,1,viewing Angle,85 degree,1,1,Input voltage,1.5AC -12V,1,1,interface,USB Type / Power jack-DC Power input,1,1,response time,3ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP28,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6922,simple,ED1254,6.5 x 2 Feet full screen digital standee,1,0,visible,"Our spacious 6.5 x 2 Feet full-screen digital standee grab attention and convey your message effectively with large-format display. Its vibrant visuals and clear resolution ensure maximum impact for advertisements, promotions, and information sharing in any setting.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-76.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-56.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,6.5 x 2,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP29,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:470:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>
"";}}",,,,,,,,,,,,,,,,,,,,,
6923,simple,ED1257,Floor Standing 65 Inch 4K Full Screen Android WiFi Advertising Digital Signage Kiosk,1,0,visible,"""Experience the future of advertising with our advanced Floor Standing 65 Inch 4K Full Screen Android WiFi Advertising Digital Signage Kiosk. Powered by the latest technology, it offers seamless connectivity, vibrant 4K resolution, and a user-friendly Android interface for effortless content management. Engage customers like never before.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-81.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-60.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,57 x 32 x 4,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP32,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:470:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>
"";}}",,,,,,,,,,,,,,,,,,,,,
6924,simple,ED1258,70 Inch Full-Screen Vertical Kiosk Digital Signage,1,0,visible,"Our immersive 70 Inch Full-Screen Vertical Kiosk Digital Signage. Captivate your audience with its impressive size and vibrant display. This sleek kiosk delivers impactful messaging, advertisements, and information sharing in stunning detail, making a lasting impression in any setting.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-82.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-61.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-32.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,33 x 59 x 3,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP33,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6925,simple,ED1259,Indoor Floor Stand Full Screen Digital Signage Display,1,0,visible,"Unleash the power of innovation with our extraordinary Indoor Floor Stand Full Screen Digital Signage Display. This groundbreaking solution seamlessly blends artistry and technology, transforming any space into an immersive visual journey. Stand out, inspire, and redefine the possibilities of communication.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-81.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-60.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,47 x 26 x2,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP34,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6926,simple,ED1260,Full Screen Display - digital signage,1,0,visible,"With its expansive, edge-to-edge screen, this display offers a captivating canvas for showcasing your content. Engage your audience with stunning clarity, vibrant colors, and a seamless viewing experience that leaves a lasting impression.",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-82.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-61.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-32.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP35,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
6927,simple,ED1261,19 inch Interative Coffee Table,1,0,visible,"Combining functionality and innovation, this sleek table boasts a built-in touchscreen display that allows you to browse, play games, and engage with multimedia content while enjoying your coffee. Elevate your coffee table experience today.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Interative Coffee Table",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-52.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-38.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-16.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,15 x 15 x 15,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6928,simple,ED1262,32 inch Interative Coffee Table,1,0,visible,"Immerse yourself in a world of interactive entertainment while sipping your coffee. 32-inch Interactive Coffee Table sleek table features a touch-sensitive display, offering a seamless browsing experience, gaming, and multimedia enjoyment, all at your fingertips.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Interative Coffee Table",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-53.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-38.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-16.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,28 x 28 x 15,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6929,simple,ED1263,49inch multi touch lcd screen 4k waterproof interactive coffee,1,0,visible,"""Unleash the possibilities with our 49-inch Multi-Touch 4K Waterproof Interactive Coffee Table. Designed for the modern lifestyle, this cutting-edge coffee table seamlessly blends style and technology. Explore interactive content, games, and multimedia on its waterproof LCD screen, elevating your coffee moments to a whole new level.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-54.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-38.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-16.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,43 x 24 x 16,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6930,simple,ED1264,"43"" inch android windows system interactive table",1,0,visible,"""Step into the future with our extraordinary 43"" Android/Windows System Interactive Table. This innovative masterpiece seamlessly merges technology and aesthetics, offering a captivating platform for interactive experiences. Explore limitless possibilities, collaborate effortlessly, and redefine the way you engage with information and entertainment.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Full Screen Digital Standee, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-55.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-38.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-16.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,39 x 23 x 16,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6931,simple,ED1265,Interactive Standee Rotate - 32 inch,1,0,visible,"""Introducing our Interactive Standee Rotate, featuring a dynamic 32-inch display. Engage your audience with its eye-catching rotating functionality, creating a mesmerizing visual experience. With interactive capabilities, it captures attention, delivers information, and adds a touch of interactivity to any environment.""",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Rotate Digital Standee",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-56.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-39.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-17.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,15 x 10 x 35,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
6932,simple,ED1266,43 inch interactive rotate standee,1,0,visible,Engage your audience with its captivating rotating display. Deliver impactful content and create a memorable experience that sets your brand apart. Elevate engagement and captivate attention with this innovative digital solution.,,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage, Indoor Signage > Rotate Digital Standee",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-57.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-40.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-18.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04-2.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,1,Feature,In-Built Speakers,1,1,Dimension,24 x 12 x 45,1,1,application,Indoor,1,1,Unit Type,Floor Stand,1,1,resolution,1920*1080,1,1,Operating System,Android / Windows System,1,1,Britness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5 ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,1,internet connectivity,Internet/Wifi/Hotspot,1,1,Display Shape,Rectangle,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,,,,,,,,,,,,,,,,,,,,,,
